,cdate,acode,aname,scode,sname,fdust,ozone,nd,cm,sagas,airquality
0,20180101,100,도심권,111121,중구,32,0.015,0.028,0.5,0.005,good
1,20180101,104,동남권,111273,송파구,52,0.013,0.028,0.7,0.004,bad
2,20180101,104,동남권,111262,서초구,49,0.011,0.031,0.6,0.005,normal
3,20180101,104,동남권,111261,강남구,34,0.01,0.033,0.6,0.006,normal
4,20180101,103,서남권,111301,양천구,37,0.008,0.037000000000000005,0.7,0.005,normal
5,20180101,103,서남권,111281,금천구,39,0.01,0.036000000000000004,0.6,0.005,normal
6,20180101,103,서남권,111251,관악구,38,0.008,0.036000000000000004,0.5,0.008,normal
7,20180101,103,서남권,111241,동작구,40,0.012,0.035,0.5,0.005,good
8,20180101,103,서남권,111231,영등포구,47,0.01,0.03,0.7,0.006999999999999999,normal
9,20180101,103,서남권,111221,구로구,47,0.008,0.025,0.6,0.006999999999999999,bad
10,20180101,103,서남권,111212,강서구,0,0.012,0.036000000000000004,0.7,0.004,good
11,20180101,102,동북권,111311,노원구,42,0.012,0.034,0.8,0.006999999999999999,normal
12,20180101,104,동남권,111274,강동구,48,0.01,0.038,0.7,0.005,normal
13,20180101,102,동북권,111291,강북구,38,0.018000000000000002,0.026,0.6,0.004,good
14,20180101,102,동북권,111171,도봉구,44,0.016,0.029,0.6,0.006,normal
15,20180101,102,동북권,111161,성북구,43,0.01,0.04,0.7,0.006999999999999999,normal
16,20180101,102,동북권,111152,동대문구,46,0.013,0.031,0.6,0.006,normal
17,20180101,102,동북권,111151,중랑구,48,0.01,0.036000000000000004,0.7,0.006999999999999999,normal
18,20180101,102,동북권,111142,성동구,47,0.01,0.032,0.3,0.006,normal
19,20180101,102,동북권,111141,광진구,41,0.012,0.037000000000000005,0.7,0.005,normal
20,20180101,101,서북권,111201,마포구,39,0.012,0.033,0.6,0.006,normal
21,20180101,101,서북권,111181,은평구,41,0.014,0.017,0.6,0.003,normal
22,20180101,100,도심권,111131,용산구,38,0.012,0.029,0.3,0.005,good
23,20180101,100,도심권,111123,종로구,34,0.016,0.029,0.6,0.006999999999999999,good
24,20180102,104,동남권,111274,강동구,46,0.009000000000000001,0.041,0.8,0.005,normal
25,20180102,104,동남권,111273,송파구,53,0.011,0.033,0.9,0.005,bad
26,20180102,104,동남권,111262,서초구,50,0.01,0.032,0.7,0.006,bad
27,20180102,104,동남권,111261,강남구,34,0.006999999999999999,0.039,0.7,0.006,normal
28,20180102,103,서남권,111301,양천구,39,0.008,0.038,0.8,0.005,normal
29,20180102,103,서남권,111281,금천구,39,0.01,0.039,0.7,0.005,normal
30,20180102,103,서남권,111251,관악구,37,0.006999999999999999,0.042,0.6,0.006999999999999999,normal
31,20180102,103,서남권,111241,동작구,43,0.011,0.045,0.8,0.004,normal
32,20180102,103,서남권,111231,영등포구,48,0.009000000000000001,0.037000000000000005,0.8,0.006999999999999999,normal
33,20180102,103,서남권,111221,구로구,46,0.006999999999999999,0.024,0.8,0.006999999999999999,bad
34,20180102,103,서남권,111212,강서구,23,0.012,0.037000000000000005,0.7,0.004,good
35,20180102,102,동북권,111311,노원구,41,0.014,0.033,0.8,0.006,normal
36,20180102,102,동북권,111291,강북구,32,0.02,0.028,0.6,0.004,good
37,20180102,102,동북권,111171,도봉구,42,0.016,0.033,0.8,0.004,normal
38,20180102,102,동북권,111161,성북구,43,0.012,0.041,0.9,0.006,normal
39,20180102,102,동북권,111152,동대문구,43,0.011,0.043,0.7,0.006,normal
40,20180102,102,동북권,111151,중랑구,46,0.008,0.042,0.8,0.006,normal
41,20180102,102,동북권,111142,성동구,42,0.009000000000000001,0.033,0.5,0.005,normal
42,20180102,102,동북권,111141,광진구,44,0.01,0.043,0.8,0.006,normal
43,20180102,101,서북권,111201,마포구,40,0.01,0.043,0.9,0.005,normal
44,20180102,101,서북권,111181,은평구,40,0.013,0.021,0.8,0.004,normal
45,20180102,100,도심권,111131,용산구,38,0.009000000000000001,0.038,0.5,0.005,normal
46,20180102,100,도심권,111123,종로구,36,0.01,0.044,0.9,0.006999999999999999,normal
47,20180102,100,도심권,111121,중구,33,0.012,0.037000000000000005,0.8,0.005,good
48,20180103,100,도심권,111123,종로구,31,0.016,0.025,0.6,0.006999999999999999,good
49,20180103,104,동남권,111274,강동구,39,0.015,0.028,0.5,0.005,good
50,20180103,104,동남권,111273,송파구,40,0.016,0.022,0.4,0.004,good
51,20180103,104,동남권,111262,서초구,40,0.016,0.019,0.4,0.005,good
52,20180103,104,동남권,111261,강남구,28,0.01,0.027000000000000003,0.5,0.006,good
53,20180103,103,서남권,111301,양천구,33,0.015,0.022,0.5,0.004,good
54,20180103,103,서남권,111281,금천구,33,0.016,0.026,0.5,0.005,good
55,20180103,103,서남권,111251,관악구,30,0.012,0.025,0.3,0.006999999999999999,good
56,20180103,103,서남권,111241,동작구,39,0.015,0.026,0.4,0.004,good
57,20180103,103,서남권,111231,영등포구,40,0.012,0.024,0.6,0.006999999999999999,normal
58,20180103,103,서남권,111221,구로구,39,0.012,0.016,0.4,0.006,normal
59,20180103,103,서남권,111212,강서구,33,0.019,0.02,0.4,0.004,good
60,20180103,102,동북권,111311,노원구,36,0.022,0.018000000000000002,0.5,0.006,good
61,20180103,102,동북권,111291,강북구,30,0.026,0.016,0.5,0.004,better
62,20180103,102,동북권,111171,도봉구,34,0.023,0.014,0.4,0.006,good
63,20180103,102,동북권,111161,성북구,37,0.017,0.024,0.5,0.006,good
64,20180103,102,동북권,111152,동대문구,37,0.017,0.024,0.5,0.006,good
65,20180103,102,동북권,111151,중랑구,39,0.014,0.025,0.5,0.006,normal
66,20180103,102,동북권,111142,성동구,37,0.012,0.024,0.5,0.005,normal
67,20180103,102,동북권,111141,광진구,34,0.016,0.026,0.5,0.004,good
68,20180103,101,서북권,111201,마포구,33,0.017,0.021,0.5,0.005,good
69,20180103,100,도심권,111121,중구,30,0.018000000000000002,0.021,0.5,0.005,good
70,20180103,101,서북권,111181,은평구,39,0.02,0.024,0.6,0.005,normal
71,20180103,100,도심권,111131,용산구,36,0.013,0.025,0.3,0.005,good
72,20180104,100,도심권,111121,중구,38,0.009000000000000001,0.036000000000000004,0.7,0.005,normal
73,20180104,104,동남권,111274,강동구,55,0.011,0.036000000000000004,0.6,0.005,bad
74,20180104,104,동남권,111273,송파구,57,0.013,0.029,0.6,0.005,bad
75,20180104,104,동남권,111262,서초구,52,0.008,0.034,0.5,0.005,bad
76,20180104,104,동남권,111261,강남구,34,0.006999999999999999,0.037000000000000005,0.6,0.006,bad
77,20180104,103,서남권,111301,양천구,39,0.008,0.033,0.6,0.004,normal
78,20180104,103,서남권,111281,금천구,42,0.009000000000000001,0.038,0.6,0.005,normal
79,20180104,103,서남권,111251,관악구,41,0.006,0.039,0.4,0.006999999999999999,bad
80,20180104,103,서남권,111241,동작구,49,0.009000000000000001,0.042,0.6,0.005,bad
81,20180104,103,서남권,111231,영등포구,49,0.009000000000000001,0.031,0.7,0.006999999999999999,normal
82,20180104,103,서남권,111221,구로구,48,0.006999999999999999,0.024,0.6,0.006,bad
83,20180104,103,서남권,111212,강서구,61,0.01,0.034,0.5,0.003,bad
84,20180104,102,동북권,111311,노원구,47,0.014,0.031,0.6,0.006,bad
85,20180104,102,동북권,111291,강북구,39,0.015,0.031,0.6,0.004,good
86,20180104,102,동북권,111171,도봉구,48,0.011,0.035,0.5,0.005,bad
87,20180104,102,동북권,111161,성북구,47,0.01,0.038,0.7,0.006,normal
88,20180104,102,동북권,111152,동대문구,48,0.011,0.039,0.6,0.006,normal
89,20180104,102,동북권,111151,중랑구,51,0.011,0.033,0.6,0.006,bad
90,20180104,102,동북권,111142,성동구,46,0.008,0.032,0.5,0.005,normal
91,20180104,102,동북권,111141,광진구,43,0.014,0.033,0.5,0.005,normal
92,20180104,101,서북권,111201,마포구,45,0.009000000000000001,0.036000000000000004,0.6,0.005,normal
93,20180104,101,서북권,111181,은평구,38,0.015,0.03,0.6,0.005,normal
94,20180104,100,도심권,111131,용산구,41,0.008,0.036000000000000004,0.4,0.005,normal
95,20180104,100,도심권,111123,종로구,39,0.01,0.037000000000000005,0.7,0.006999999999999999,normal
96,20180105,100,도심권,111121,중구,48,0.006,0.044,0.8,0.005,bad
97,20180105,104,동남권,111274,강동구,67,0.006999999999999999,0.049,0.8,0.005,worse
98,20180105,104,동남권,111273,송파구,65,0.008,0.038,0.7,0.006,bad
99,20180105,104,동남권,111262,서초구,60,0.008,0.036000000000000004,0.6,0.006,bad
100,20180105,104,동남권,111261,강남구,46,0.006,0.044,0.7,0.006,bad
101,20180105,103,서남권,111301,양천구,51,0.006999999999999999,0.04,0.7,0.005,bad
102,20180105,103,서남권,111281,금천구,49,0.009000000000000001,0.044,0.8,0.006,bad
103,20180105,103,서남권,111251,관악구,48,0.006999999999999999,0.041,0.5,0.006999999999999999,bad
104,20180105,103,서남권,111241,동작구,53,0.01,0.043,0.7,0.005,bad
105,20180105,103,서남권,111231,영등포구,61,0.009000000000000001,0.034,0.8,0.008,worse
106,20180105,103,서남권,111221,구로구,61,0.006,0.028,0.6,0.006999999999999999,worse
107,20180105,103,서남권,111212,강서구,74,0.01,0.043,0.7,0.005,worse
108,20180105,102,동북권,111311,노원구,63,0.008,0.044,0.9,0.006999999999999999,worse
109,20180105,102,동북권,111291,강북구,56,0.013,0.042,0.8,0.005,bad
110,20180105,102,동북권,111171,도봉구,65,0.012,0.039,0.8,0.004,worse
111,20180105,102,동북권,111161,성북구,63,0.008,0.043,0.7,0.006,bad
112,20180105,102,동북권,111152,동대문구,65,0.009000000000000001,0.049,0.7,0.006999999999999999,bad
113,20180105,102,동북권,111151,중랑구,67,0.006,0.048,0.8,0.006999999999999999,worse
114,20180105,102,동북권,111142,성동구,59,0.006,0.041,0.6,0.006,bad
115,20180105,102,동북권,111141,광진구,64,0.008,0.048,0.9,0.005,worse
116,20180105,101,서북권,111201,마포구,55,0.006999999999999999,0.043,0.8,0.006,bad
117,20180105,101,서북권,111181,은평구,52,0.01,0.043,0.5,0.005,bad
118,20180105,100,도심권,111131,용산구,50,0.006999999999999999,0.043,0.5,0.006,bad
119,20180105,100,도심권,111123,종로구,51,0.006999999999999999,0.048,0.8,0.006999999999999999,bad
120,20180106,102,동북권,111291,강북구,42,0.019,0.031,0.8,0.004,bad
121,20180106,104,동남권,111274,강동구,63,0.006,0.051,0.9,0.005,worse
122,20180106,104,동남권,111273,송파구,60,0.009000000000000001,0.04,0.7,0.005,bad
123,20180106,104,동남권,111262,서초구,52,0.011,0.034,0.6,0.006,bad
124,20180106,104,동남권,111261,강남구,35,0.01,0.037000000000000005,0.6,0.006,bad
125,20180106,103,서남권,111301,양천구,42,0.01,0.038,0.7,0.005,bad
126,20180106,103,서남권,111281,금천구,43,0.011,0.04,0.7,0.006,bad
127,20180106,103,서남권,111251,관악구,44,0.009000000000000001,0.041,0.5,0.008,bad
128,20180106,103,서남권,111241,동작구,47,0.012,0.04,0.6,0.005,bad
129,20180106,103,서남권,111231,영등포구,53,0.01,0.034,0.7,0.006999999999999999,bad
130,20180106,103,서남권,111221,구로구,55,0.009000000000000001,0.026,0.6,0.006999999999999999,worse
131,20180106,103,서남권,111212,강서구,50,0.015,0.037000000000000005,0.7,0.004,bad
132,20180106,102,동북권,111311,노원구,49,0.011,0.041,0.8,0.006999999999999999,bad
133,20180106,102,동북권,111171,도봉구,52,0.017,0.034,0.8,0.006,bad
134,20180106,102,동북권,111161,성북구,51,0.011,0.042,0.7,0.006,bad
135,20180106,102,동북권,111152,동대문구,50,0.016,0.036000000000000004,0.6,0.006999999999999999,bad
136,20180106,102,동북권,111151,중랑구,52,0.009000000000000001,0.043,0.8,0.006,bad
137,20180106,102,동북권,111142,성동구,46,0.011,0.033,0.4,0.005,bad
138,20180106,102,동북권,111141,광진구,54,0.009000000000000001,0.046,0.8,0.005,bad
139,20180106,101,서북권,111201,마포구,45,0.014,0.035,0.7,0.005,bad
140,20180106,101,서북권,111181,은평구,45,0.017,0.035,0.6,0.004,bad
141,20180106,100,도심권,111131,용산구,44,0.013,0.033,0.4,0.005,bad
142,20180106,100,도심권,111123,종로구,38,0.017,0.034,0.7,0.006999999999999999,bad
143,20180106,100,도심권,111121,중구,38,0.015,0.033,0.7,0.005,bad
144,20180107,102,동북권,111311,노원구,57,0.005,0.048,1.0,0.006999999999999999,worse
145,20180107,104,동남권,111274,강동구,57,0.004,0.049,0.9,0.005,worse
146,20180107,104,동남권,111273,송파구,57,0.005,0.041,0.9,0.005,bad
147,20180107,104,동남권,111262,서초구,62,0.004,0.044,0.8,0.005,worse
148,20180107,104,동남권,111261,강남구,46,0.003,0.048,0.7,0.006,worse
149,20180107,103,서남권,111301,양천구,53,0.003,0.053,1.1,0.005,worse
150,20180107,103,서남권,111281,금천구,53,0.003,0.055,1.0,0.005,worse
151,20180107,103,서남권,111251,관악구,54,0.002,0.054000000000000006,0.8,0.006999999999999999,worse
152,20180107,103,서남권,111241,동작구,59,0.004,0.057,1.0,0.005,worse
153,20180107,103,서남권,111231,영등포구,58,0.005,0.043,0.8,0.006999999999999999,worse
154,20180107,103,서남권,111221,구로구,62,0.003,0.034,0.8,0.006999999999999999,worse
155,20180107,103,서남권,111212,강서구,67,0.004,0.056,1.0,0.004,worse
156,20180107,102,동북권,111291,강북구,49,0.006999999999999999,0.047,0.9,0.004,bad
157,20180107,102,동북권,111171,도봉구,56,0.006,0.05,0.9,0.004,worse
158,20180107,102,동북권,111161,성북구,55,0.004,0.052000000000000005,0.9,0.006,worse
159,20180107,102,동북권,111152,동대문구,57,0.005,0.057,0.8,0.006999999999999999,worse
160,20180107,102,동북권,111151,중랑구,55,0.005,0.045,0.8,0.006,bad
161,20180107,102,동북권,111142,성동구,55,0.004,0.042,0.7,0.005,worse
162,20180107,102,동북권,111141,광진구,58,0.005,0.048,0.8,0.005,worse
163,20180107,101,서북권,111201,마포구,55,0.004,0.051,0.9,0.005,worse
164,20180107,101,서북권,111181,은평구,44,0.008,0.049,0.9,0.004,bad
165,20180107,100,도심권,111131,용산구,53,0.004,0.045,0.6,0.005,bad
166,20180107,100,도심권,111123,종로구,47,0.005,0.053,1.0,0.006999999999999999,bad
167,20180107,100,도심권,111121,중구,46,0.004,0.049,0.9,0.004,bad
168,20180108,100,도심권,111131,용산구,56,0.006,0.047,0.6,0.006,worse
169,20180108,104,동남권,111274,강동구,55,0.006,0.051,0.9,0.006,worse
170,20180108,104,동남권,111273,송파구,54,0.006999999999999999,0.043,0.8,0.006,bad
171,20180108,104,동남권,111262,서초구,67,0.008,0.039,0.8,0.006,worse
172,20180108,104,동남권,111261,강남구,52,0.005,0.05,0.8,0.006,worse
173,20180108,103,서남권,111301,양천구,54,0.006,0.045,0.8,0.005,worse
174,20180108,103,서남권,111281,금천구,58,0.008,0.048,0.9,0.006,worse
175,20180108,103,서남권,111251,관악구,55,0.005,0.048,0.6,0.006999999999999999,worse
176,20180108,103,서남권,111241,동작구,59,0.009000000000000001,0.05,0.8,0.005,worse
177,20180108,103,서남권,111231,영등포구,62,0.006,0.039,0.7,0.006999999999999999,worse
178,20180108,103,서남권,111221,구로구,65,0.005,0.03,0.7,0.006999999999999999,worse
179,20180108,103,서남권,111212,강서구,62,0.009000000000000001,0.045,0.7,0.005,worse
180,20180108,100,도심권,111123,종로구,49,0.006,0.053,0.9,0.006999999999999999,bad
181,20180108,102,동북권,111311,노원구,61,0.006999999999999999,0.047,0.9,0.006999999999999999,worse
182,20180108,100,도심권,111121,중구,52,0.006,0.048,0.9,0.005,worse
183,20180108,102,동북권,111291,강북구,51,0.01,0.045,0.8,0.005,bad
184,20180108,102,동북권,111171,도봉구,57,0.01,0.044,0.9,0.006,worse
185,20180108,102,동북권,111161,성북구,54,0.006999999999999999,0.046,0.8,0.006,worse
186,20180108,102,동북권,111152,동대문구,58,0.006,0.055,0.7,0.006999999999999999,bad
187,20180108,102,동북권,111151,중랑구,55,0.005,0.052000000000000005,0.8,0.006999999999999999,worse
188,20180108,102,동북권,111142,성동구,57,0.005,0.044,0.7,0.006,worse
189,20180108,102,동북권,111141,광진구,64,0.006999999999999999,0.052000000000000005,0.9,0.006,worse
190,20180108,101,서북권,111201,마포구,61,0.006999999999999999,0.049,0.9,0.006,worse
191,20180108,101,서북권,111181,은평구,51,0.009000000000000001,0.047,0.9,0.005,bad
192,20180109,100,도심권,111121,중구,37,0.024,0.016,0.4,0.004,good
193,20180109,104,동남권,111274,강동구,47,0.023,0.019,0.5,0.005,normal
194,20180109,104,동남권,111273,송파구,48,0.026,0.015,0.3,0.004,normal
195,20180109,104,동남권,111262,서초구,48,0.022,0.016,0.4,0.006,normal
196,20180109,104,동남권,111261,강남구,36,0.015,0.02,0.4,0.005,good
197,20180109,103,서남권,111301,양천구,36,0.018000000000000002,0.02,0.4,0.004,good
198,20180109,103,서남권,111281,금천구,40,0.022,0.021,0.4,0.005,good
199,20180109,103,서남권,111251,관악구,37,0.019,0.02,0.2,0.006,normal
200,20180109,103,서남권,111241,동작구,43,0.024,0.019,0.4,0.004,normal
201,20180109,103,서남권,111231,영등포구,46,0.019,0.02,0.6,0.006,normal
202,20180109,103,서남권,111221,구로구,47,0.016,0.014,0.4,0.006999999999999999,normal
203,20180109,103,서남권,111212,강서구,38,0.024,0.019,0.4,0.004,normal
204,20180109,102,동북권,111311,노원구,42,0.03,0.013,0.4,0.006,normal
205,20180109,102,동북권,111291,강북구,40,0.034,0.01,0.4,0.004,good
206,20180109,102,동북권,111171,도봉구,46,0.029,0.01,0.3,0.004,normal
207,20180109,102,동북권,111161,성북구,43,0.023,0.016,0.4,0.005,normal
208,20180109,102,동북권,111152,동대문구,48,0.023,0.018000000000000002,0.5,0.006,normal
209,20180109,102,동북권,111151,중랑구,48,0.022,0.018000000000000002,0.5,0.006,normal
210,20180109,102,동북권,111142,성동구,46,0.019,0.018000000000000002,0.4,0.005,normal
211,20180109,102,동북권,111141,광진구,45,0.025,0.019,0.5,0.003,normal
212,20180109,101,서북권,111201,마포구,40,0.023,0.019,0.5,0.005,normal
213,20180109,101,서북권,111181,은평구,48,0.027000000000000003,0.02,0.5,0.004,normal
214,20180109,100,도심권,111131,용산구,40,0.021,0.018000000000000002,0.3,0.004,good
215,20180109,100,도심권,111123,종로구,37,0.023,0.021,0.5,0.006,good
216,20180110,100,도심권,111121,중구,28,0.023,0.015,0.4,0.003,better
217,20180110,104,동남권,111274,강동구,38,0.021,0.019,0.4,0.004,good
218,20180110,104,동남권,111273,송파구,36,0.022,0.015,0.3,0.004,good
219,20180110,104,동남권,111262,서초구,37,0.021,0.014,0.3,0.005,good
220,20180110,104,동남권,111261,강남구,28,0.014,0.018000000000000002,0.4,0.005,better
221,20180110,103,서남권,111301,양천구,30,0.015,0.022,0.4,0.004,better
222,20180110,103,서남권,111281,금천구,33,0.02,0.021,0.4,0.004,good
223,20180110,103,서남권,111251,관악구,29,0.017,0.021,0.3,0.006,better
224,20180110,103,서남권,111241,동작구,33,0.021,0.019,0.4,0.004,good
225,20180110,103,서남권,111231,영등포구,39,0.015,0.021,0.6,0.006,good
226,20180110,103,서남권,111221,구로구,38,0.013,0.015,0.4,0.006,good
227,20180110,103,서남권,111212,강서구,29,0.02,0.02,0.4,0.003,good
228,20180110,102,동북권,111311,노원구,34,0.024,0.015,0.4,0.005,good
229,20180110,102,동북권,111291,강북구,31,0.032,0.009000000000000001,0.3,0.004,good
230,20180110,102,동북권,111171,도봉구,37,0.025,0.01,0.3,0.004,good
231,20180110,102,동북권,111161,성북구,35,0.023,0.015,0.3,0.005,good
232,20180110,102,동북권,111152,동대문구,38,0.023,0.016,0.4,0.005,good
233,20180110,102,동북권,111151,중랑구,42,0.02,0.017,0.4,0.006,normal
234,20180110,102,동북권,111142,성동구,36,0.017,0.016,0.2,0.004,good
235,20180110,102,동북권,111141,광진구,32,0.022,0.018000000000000002,0.4,0.003,good
236,20180110,101,서북권,111201,마포구,30,0.021,0.018000000000000002,0.4,0.004,better
237,20180110,101,서북권,111181,은평구,40,0.025,0.019,0.5,0.004,good
238,20180110,100,도심권,111131,용산구,32,0.018000000000000002,0.019,0.3,0.004,good
239,20180110,100,도심권,111123,종로구,27,0.022,0.019,0.4,0.006,better
240,20180111,102,동북권,111291,강북구,28,0.028,0.01,0.4,0.005,good
241,20180111,104,동남권,111274,강동구,35,0.019,0.019,0.5,0.005,normal
242,20180111,104,동남권,111273,송파구,35,0.021,0.015,0.4,0.005,good
243,20180111,104,동남권,111262,서초구,36,0.018000000000000002,0.015,0.4,0.006,normal
244,20180111,104,동남권,111261,강남구,26,0.012,0.02,0.4,0.005,normal
245,20180111,103,서남권,111301,양천구,30,0.014,0.019,0.5,0.003,normal
246,20180111,103,서남권,111281,금천구,31,0.018000000000000002,0.021,0.4,0.005,normal
247,20180111,103,서남권,111251,관악구,30,0.017,0.02,0.3,0.006,normal
248,20180111,103,서남권,111241,동작구,35,0.018000000000000002,0.018000000000000002,0.4,0.004,normal
249,20180111,103,서남권,111231,영등포구,38,0.015,0.019,0.6,0.006999999999999999,bad
250,20180111,103,서남권,111221,구로구,37,0.013,0.013,0.5,0.006,bad
251,20180111,103,서남권,111212,강서구,31,0.019,0.018000000000000002,0.4,0.004,normal
252,20180111,102,동북권,111311,노원구,34,0.023,0.014,0.4,0.006,normal
253,20180111,102,동북권,111171,도봉구,33,0.021,0.01,0.4,0.004,normal
254,20180111,102,동북권,111161,성북구,32,0.02,0.016,0.4,0.005,normal
255,20180111,102,동북권,111152,동대문구,37,0.02,0.018000000000000002,0.5,0.006,normal
256,20180111,102,동북권,111151,중랑구,38,0.018000000000000002,0.018000000000000002,0.5,0.006,bad
257,20180111,102,동북권,111142,성동구,34,0.015,0.017,0.2,0.005,normal
258,20180111,102,동북권,111141,광진구,34,0.02,0.019,0.5,0.003,normal
259,20180111,101,서북권,111201,마포구,31,0.019,0.018000000000000002,0.5,0.005,normal
260,20180111,101,서북권,111181,은평구,37,0.022,0.018000000000000002,0.5,0.004,normal
261,20180111,100,도심권,111131,용산구,34,0.017,0.018000000000000002,0.3,0.004,normal
262,20180111,100,도심권,111123,종로구,30,0.018000000000000002,0.02,0.5,0.006,normal
263,20180111,100,도심권,111121,중구,29,0.02,0.016,0.5,0.004,normal
264,20180112,102,동북권,111311,노원구,25,0.018000000000000002,0.027000000000000003,0.5,0.006,better
265,20180112,104,동남권,111274,강동구,26,0.013,0.035,0.5,0.004,good
266,20180112,104,동남권,111273,송파구,25,0.017,0.026,0.5,0.005,better
267,20180112,104,동남권,111262,서초구,27,0.014,0.027000000000000003,0.4,0.006,good
268,20180112,104,동남권,111261,강남구,20,0.011,0.03,0.5,0.005,good
269,20180112,103,서남권,111301,양천구,24,0.012,0.03,0.5,0.004,good
270,20180112,103,서남권,111281,금천구,27,0.014,0.049,0.5,0.005,good
271,20180112,103,서남권,111251,관악구,26,0.013,0.033,0.4,0.006999999999999999,good
272,20180112,103,서남권,111241,동작구,27,0.014,0.031,0.4,0.003,good
273,20180112,103,서남권,111231,영등포구,28,0.014,0.028,0.6,0.006999999999999999,good
274,20180112,103,서남권,111221,구로구,29,0.011,0.02,0.3,0.006999999999999999,good
275,20180112,103,서남권,111212,강서구,27,0.017,0.03,0.4,0.004,good
276,20180112,102,동북권,111291,강북구,16,0.025,0.021,0.4,0.004,better
277,20180112,102,동북권,111171,도봉구,22,0.017,0.022,0.6,0.003,better
278,20180112,102,동북권,111161,성북구,23,0.016,0.03,0.5,0.005,good
279,20180112,102,동북권,111152,동대문구,25,0.02,0.029,0.5,0.006,better
280,20180112,102,동북권,111151,중랑구,28,0.013,0.033,0.5,0.006,good
281,20180112,102,동북권,111142,성동구,24,0.013,0.026,0.5,0.004,good
282,20180112,102,동북권,111141,광진구,24,0.017,0.031,0.5,0.004,good
283,20180112,101,서북권,111201,마포구,23,0.017,0.028,0.5,0.005,better
284,20180112,101,서북권,111181,은평구,24,0.022,0.026,0.5,0.004,better
285,20180112,100,도심권,111131,용산구,22,0.015,0.029,0.3,0.004,better
286,20180112,100,도심권,111123,종로구,21,0.017,0.03,0.5,0.006,good
287,20180112,100,도심권,111121,중구,20,0.018000000000000002,0.026,0.5,0.003,better
288,20180113,100,도심권,111131,용산구,51,0.003,0.048,0.5,0.005,bad
289,20180113,104,동남권,111274,강동구,50,0.003,0.051,0.7,0.005,worse
290,20180113,104,동남권,111273,송파구,48,0.004,0.044,0.7,0.005,normal
291,20180113,104,동남권,111262,서초구,57,0.003,0.043,0.7,0.006,worse
292,20180113,104,동남권,111261,강남구,44,0.002,0.049,0.7,0.005,worse
293,20180113,103,서남권,111301,양천구,51,0.002,0.053,0.9,0.004,worse
294,20180113,103,서남권,111281,금천구,52,0.003,0.052000000000000005,0.8,0.005,worse
295,20180113,103,서남권,111251,관악구,52,0.003,0.055,0.7,0.006999999999999999,worse
296,20180113,103,서남권,111241,동작구,54,0.003,0.053,0.7,0.004,worse
297,20180113,103,서남권,111231,영등포구,53,0.005,0.043,0.7,0.006999999999999999,worse
298,20180113,103,서남권,111221,구로구,54,0.003,0.032,0.5,0.006999999999999999,worse
299,20180113,103,서남권,111212,강서구,58,0.003,0.059,0.8,0.004,worse
300,20180113,100,도심권,111123,종로구,48,0.003,0.055,0.9,0.006,bad
301,20180113,102,동북권,111311,노원구,54,0.003,0.051,0.9,0.006999999999999999,bad
302,20180113,100,도심권,111121,중구,54,0.003,0.053,0.9,0.005,worse
303,20180113,102,동북권,111291,강북구,54,0.003,0.055,0.9,0.005,bad
304,20180113,102,동북권,111171,도봉구,52,0.004,0.051,0.9,0.006,bad
305,20180113,102,동북권,111161,성북구,53,0.003,0.052000000000000005,0.9,0.006,worse
306,20180113,102,동북권,111152,동대문구,59,0.003,0.06,0.7,0.006,bad
307,20180113,102,동북권,111151,중랑구,53,0.003,0.047,0.7,0.006,bad
308,20180113,102,동북권,111142,성동구,51,0.003,0.044,0.7,0.006,worse
309,20180113,102,동북권,111141,광진구,54,0.004,0.049,0.7,0.004,bad
310,20180113,101,서북권,111201,마포구,56,0.002,0.054000000000000006,0.9,0.005,worse
311,20180113,101,서북권,111191,서대문구,93,0.003,0.047,1.1,0.004,worse
312,20180113,101,서북권,111181,은평구,51,0.005,0.053,0.9,0.005,bad
313,20180114,102,동북권,111311,노원구,77,0.008,0.047,1.0,0.006999999999999999,serious
314,20180114,104,동남권,111274,강동구,70,0.01,0.041,0.8,0.005,serious
315,20180114,104,동남권,111273,송파구,65,0.013,0.034,0.8,0.005,bad
316,20180114,104,동남권,111262,서초구,75,0.012,0.032,0.7,0.006,serious
317,20180114,104,동남권,111261,강남구,63,0.006999999999999999,0.037000000000000005,0.6,0.006,serious
318,20180114,103,서남권,111301,양천구,66,0.008,0.042,0.8,0.0,serious
319,20180114,103,서남권,111281,금천구,68,0.015,0.039,0.8,0.004,serious
320,20180114,103,서남권,111251,관악구,63,0.011,0.043,0.7,0.008,serious
321,20180114,103,서남권,111241,동작구,70,0.013,0.043,0.7,0.004,serious
322,20180114,103,서남권,111231,영등포구,69,0.01,0.034,0.7,0.006999999999999999,serious
323,20180114,103,서남권,111221,구로구,69,0.009000000000000001,0.027000000000000003,0.4,0.006999999999999999,serious
324,20180114,103,서남권,111212,강서구,71,0.009000000000000001,0.047,0.7,0.004,serious
325,20180114,102,동북권,111291,강북구,74,0.008,0.044,0.9,0.006,worse
326,20180114,102,동북권,111171,도봉구,72,0.009000000000000001,0.047,0.9,0.006999999999999999,worse
327,20180114,102,동북권,111161,성북구,68,0.006,0.045,0.9,0.006,serious
328,20180114,102,동북권,111152,동대문구,76,0.008,0.049,0.6,0.006,worse
329,20180114,102,동북권,111151,중랑구,72,0.011,0.038,0.7,0.006,serious
